Album,AlbumArtLink,Artist,ReleaseDate,Summary,Title,Year,YouTubeLink,Actual_YT_Title
Five of Cups,https://lastfm.freetls.fastly.net/i/u/300x300/5a5b170856def1506b75ee0b9b6247be.jpg,Holy Wave,2023-08-04,"The Texas psychedelic combo Holy Wave take a restrained approach to their music, sounding like they have only just woken up as the tapes start rolling. Mixing sleepy shoegaze, reverb-baked garage rock, and slowly creeping psych, the quintet staked out a quiet claim as one of the more satisfying bands of their era. Their early records, like 2011's Knife Hits, leaned more toward the garage rock side of the equation; they soon started adding more vintage synths to the mix, and by the time they hit the 2020s, albums like Interloper and Five of Cups were balanced equally between trippy guitars and humming keyboards.
Holy Wave formed in 2008 when multi-instrumentalists Kyle Hager and Julián Ruiz decided to leave their hometown of El Paso for the more musically friendly environment of Austin. After adding Ryan Fuson, Joey Cook, and Dustin Zozaya to the lineup, they developed a sound that worked in garage rock, glazed-over psychedelic sounds, and echoing shoegaze. Each member contributed to the writing and took turns adding whatever instrument seemed right. After making a name for themselves in Austin (and becoming regular guests at the annual Austin Psych Fest), Holy Wave released their first LP, 2011's Knife Hits. In 2012, the quintet issued an EP, The Evil Has Landed, and these first two releases were paired on a 2013 collection called Evil Hits.
The band spent time touring and honing their sound by adding drones and more layers of dreamlike reverb, then in early 2014, issued their second proper album, Relax, through the partnership of the Reverberation Appreciation Society and Burger Records. The following year, they released The Evil Has Landed, Pt. 2, a collection of B-sides from Relax and demos for their next LP, Freaks of Nurture. That album was produced by the band and busy Austin producer Erik Wofford, and was issued by the Reverberation Appreciation Society in early 2016. Holy Wave set out on tour afterward, making their usual appearance at the Levitation Festival in Austin and recording a Fuzz Club session in London that was released in early 2017. The group spent the year touring with Hope Sandoval and working on their fourth album.
2018's Adult Fear was produced by Dillon Fernandez of the garage rock band Leather Girls and featured a less lush, slightly uneasy sound that allowed Holy Wave to bring some spookiness into their laid-back tunes. As usual, a spell of touring followed before the band headed back to record more music. Working with producer Charles Godfrey in his Scary American studio, the group bucked tradition to finish one song at a time, while layering in more keys than ever before, and for the first time, letting each bandmember take over lead vocals. The resulting album, Interloper, was released in July of 2020. After doing some hard thinking during the COVID-19 pandemic about whether they wanted to continue making music, the band began work on their fifth album. Featuring contributions from Estrella del Sol of Mint Field, plus Lorelle Meets the Obsolete's Lorena Quintanilla and Alberto Gonzalez, 2023's Five of Cups sees the group pursuing a similar keyboard-heavy, moodily relaxed direction as their previous album. ~ Mark Deming & Tim Sendra",The Darkest Timeline,Unknown,https://www.youtube.com/watch?v=GPZFZjzox9w&list=RDGPZFZjzox9w&start_radio=1&pp=ygUeSG9seSBXYXZlIFRoZSBEYXJrZXN0IFRpbWVsaW5loAcB,ERROR: Private/Dead/Protected
Five of Cups,https://lastfm.freetls.fastly.net/i/u/300x300/5a5b170856def1506b75ee0b9b6247be.jpg,Holy Wave,2023-08-04,"The Texas psychedelic combo Holy Wave take a restrained approach to their music, sounding like they have only just woken up as the tapes start rolling. Mixing sleepy shoegaze, reverb-baked garage rock, and slowly creeping psych, the quintet staked out a quiet claim as one of the more satisfying bands of their era. Their early records, like 2011's Knife Hits, leaned more toward the garage rock side of the equation; they soon started adding more vintage synths to the mix, and by the time they hit the 2020s, albums like Interloper and Five of Cups were balanced equally between trippy guitars and humming keyboards.
Holy Wave formed in 2008 when multi-instrumentalists Kyle Hager and Julián Ruiz decided to leave their hometown of El Paso for the more musically friendly environment of Austin. After adding Ryan Fuson, Joey Cook, and Dustin Zozaya to the lineup, they developed a sound that worked in garage rock, glazed-over psychedelic sounds, and echoing shoegaze. Each member contributed to the writing and took turns adding whatever instrument seemed right. After making a name for themselves in Austin (and becoming regular guests at the annual Austin Psych Fest), Holy Wave released their first LP, 2011's Knife Hits. In 2012, the quintet issued an EP, The Evil Has Landed, and these first two releases were paired on a 2013 collection called Evil Hits.
The band spent time touring and honing their sound by adding drones and more layers of dreamlike reverb, then in early 2014, issued their second proper album, Relax, through the partnership of the Reverberation Appreciation Society and Burger Records. The following year, they released The Evil Has Landed, Pt. 2, a collection of B-sides from Relax and demos for their next LP, Freaks of Nurture. That album was produced by the band and busy Austin producer Erik Wofford, and was issued by the Reverberation Appreciation Society in early 2016. Holy Wave set out on tour afterward, making their usual appearance at the Levitation Festival in Austin and recording a Fuzz Club session in London that was released in early 2017. The group spent the year touring with Hope Sandoval and working on their fourth album.
2018's Adult Fear was produced by Dillon Fernandez of the garage rock band Leather Girls and featured a less lush, slightly uneasy sound that allowed Holy Wave to bring some spookiness into their laid-back tunes. As usual, a spell of touring followed before the band headed back to record more music. Working with producer Charles Godfrey in his Scary American studio, the group bucked tradition to finish one song at a time, while layering in more keys than ever before, and for the first time, letting each bandmember take over lead vocals. The resulting album, Interloper, was released in July of 2020. After doing some hard thinking during the COVID-19 pandemic about whether they wanted to continue making music, the band began work on their fifth album. Featuring contributions from Estrella del Sol of Mint Field, plus Lorelle Meets the Obsolete's Lorena Quintanilla and Alberto Gonzalez, 2023's Five of Cups sees the group pursuing a similar keyboard-heavy, moodily relaxed direction as their previous album. ~ Mark Deming & Tim Sendra",Nothing in the Dark,Unknown,https://www.youtube.com/watch?v=qmLvBV1h4ZI&list=RDqmLvBV1h4ZI&start_radio=1&pp=ygUfSG9seSBXYXZlIC0gTm90aGluZyBpbiB0aGUgRGFya6AHAQ%3D%3D,ERROR: Private/Dead/Protected
Five of Cups,https://lastfm.freetls.fastly.net/i/u/300x300/5a5b170856def1506b75ee0b9b6247be.jpg,Holy Wave,2023-08-04,"The Texas psychedelic combo Holy Wave take a restrained approach to their music, sounding like they have only just woken up as the tapes start rolling. Mixing sleepy shoegaze, reverb-baked garage rock, and slowly creeping psych, the quintet staked out a quiet claim as one of the more satisfying bands of their era. Their early records, like 2011's Knife Hits, leaned more toward the garage rock side of the equation; they soon started adding more vintage synths to the mix, and by the time they hit the 2020s, albums like Interloper and Five of Cups were balanced equally between trippy guitars and humming keyboards.
Holy Wave formed in 2008 when multi-instrumentalists Kyle Hager and Julián Ruiz decided to leave their hometown of El Paso for the more musically friendly environment of Austin. After adding Ryan Fuson, Joey Cook, and Dustin Zozaya to the lineup, they developed a sound that worked in garage rock, glazed-over psychedelic sounds, and echoing shoegaze. Each member contributed to the writing and took turns adding whatever instrument seemed right. After making a name for themselves in Austin (and becoming regular guests at the annual Austin Psych Fest), Holy Wave released their first LP, 2011's Knife Hits. In 2012, the quintet issued an EP, The Evil Has Landed, and these first two releases were paired on a 2013 collection called Evil Hits.
The band spent time touring and honing their sound by adding drones and more layers of dreamlike reverb, then in early 2014, issued their second proper album, Relax, through the partnership of the Reverberation Appreciation Society and Burger Records. The following year, they released The Evil Has Landed, Pt. 2, a collection of B-sides from Relax and demos for their next LP, Freaks of Nurture. That album was produced by the band and busy Austin producer Erik Wofford, and was issued by the Reverberation Appreciation Society in early 2016. Holy Wave set out on tour afterward, making their usual appearance at the Levitation Festival in Austin and recording a Fuzz Club session in London that was released in early 2017. The group spent the year touring with Hope Sandoval and working on their fourth album.
2018's Adult Fear was produced by Dillon Fernandez of the garage rock band Leather Girls and featured a less lush, slightly uneasy sound that allowed Holy Wave to bring some spookiness into their laid-back tunes. As usual, a spell of touring followed before the band headed back to record more music. Working with producer Charles Godfrey in his Scary American studio, the group bucked tradition to finish one song at a time, while layering in more keys than ever before, and for the first time, letting each bandmember take over lead vocals. The resulting album, Interloper, was released in July of 2020. After doing some hard thinking during the COVID-19 pandemic about whether they wanted to continue making music, the band began work on their fifth album. Featuring contributions from Estrella del Sol of Mint Field, plus Lorelle Meets the Obsolete's Lorena Quintanilla and Alberto Gonzalez, 2023's Five of Cups sees the group pursuing a similar keyboard-heavy, moodily relaxed direction as their previous album. ~ Mark Deming & Tim Sendra",Happier,Unknown,https://www.youtube.com/watch?v=RfQeEdiFUno&list=RDRfQeEdiFUno&start_radio=1&pp=ygUTSG9seSBXYXZlIC0gSGFwcGllcqAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Watch It Die,Unknown,https://www.youtube.com/watch?v=eA67ctmsaTo&list=RDeA67ctmsaTo&start_radio=1&pp=ygUZSG9tZSBGcm9udCAtIFdhdGNoIEl0IERpZaAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",New Madness,Unknown,https://www.youtube.com/watch?v=q-3vlXgxJg0&list=RDq-3vlXgxJg0&start_radio=1&pp=ygUYSG9tZSBGcm9udCAtIE5ldyBNYWRuZXNzoAcB,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Light Sleeper,Unknown,https://www.youtube.com/watch?v=cqgXrGrIguU&list=RDcqgXrGrIguU&start_radio=1&pp=ygUYSG9tZSBGcm9udCBMaWdodCBTbGVlcGVyoAcB,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Between the Waves,Unknown,https://www.youtube.com/watch?v=aQeMZ8jrVrc&list=RDaQeMZ8jrVrc&start_radio=1&pp=ygUeSG9tZSBGcm9udCAtIEJldHdlZW4gdGhlIFdhdmVzoAcB,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Eulogy,Unknown,https://www.youtube.com/watch?v=cdYpIzmv2Mc&list=RDcdYpIzmv2Mc&start_radio=1&pp=ygURSG9tZSBGcm9udCBFdWxvZ3mgBwE%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",The Vanishing,Unknown,https://www.youtube.com/watch?v=rtymdxhzP-o&list=RDrtymdxhzP-o&start_radio=1&pp=ygUaSG9tZSBGcm9udCAtIFRoZSBWYW5pc2hpbmegBwE%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",For the Children (Fuck All),Unknown,https://www.youtube.com/watch?v=w2IhccXakkE&list=RDw2IhccXakkE&start_radio=1&pp=ygUoSG9tZSBGcm9udCAtIEZvciB0aGUgQ2hpbGRyZW4gKEZ1Y2sgQWxsKaAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Kiss the Sky,Unknown,https://www.youtube.com/watch?v=f6Pp0fTewMI&list=RDf6Pp0fTewMI&start_radio=1&pp=ygUZSG9tZSBGcm9udCAtIEtpc3MgdGhlIFNreaAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Always This Way,Unknown,https://www.youtube.com/watch?v=_hzL8HW8KsI&list=RD_hzL8HW8KsI&start_radio=1&pp=ygUcSG9tZSBGcm9udCAtIEFsd2F5cyBUaGlzIFdheaAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",D.W.A.,Unknown,https://www.youtube.com/watch?v=cacavHmo7tg&list=RDcacavHmo7tg&start_radio=1&pp=ygUTSG9tZSBGcm9udCAtIEQuVy5BLqAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Young Offender,Unknown,https://www.youtube.com/watch?v=cZ9UKj3ElmE&list=RDcZ9UKj3ElmE&start_radio=1&pp=ygUZSG9tZSBGcm9udCBZb3VuZyBPZmZlbmRlcqAHAQ%3D%3D,ERROR: Private/Dead/Protected
Watch It Die,https://lastfm.freetls.fastly.net/i/u/300x300/1765f18a1decd43d793f01565ff2243a.jpg,Home Front,2025-11-14,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Empire,Unknown,https://www.youtube.com/watch?v=KrzVgbG3hC4&list=RDKrzVgbG3hC4&start_radio=1&pp=ygUTSG9tZSBGcm9udCAtIEVtcGlyZaAHAQ%3D%3D,ERROR: Private/Dead/Protected
Games of Power,https://lastfm.freetls.fastly.net/i/u/300x300/91ae5ccc1e319fa246e0fc2349e3929f.jpg,Home Front,2023-03-03,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Faded State,Unknown,https://www.youtube.com/watch?v=CtyKEAyfHPU&list=RDCtyKEAyfHPU&start_radio=1&pp=ygUWSG9tZSBGcm9udCBGYWRlZCBTdGF0ZaAHAQ%3D%3D,ERROR: Private/Dead/Protected
Games of Power,https://lastfm.freetls.fastly.net/i/u/300x300/91ae5ccc1e319fa246e0fc2349e3929f.jpg,Home Front,2023-03-03,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Real Eyes,Unknown,https://www.youtube.com/watch?v=JdK_NCWLExw&list=RDJdK_NCWLExw&start_radio=1&pp=ygUWSG9tZSBGcm9udCAtIFJlYWwgRXllc6AHAQ%3D%3D,ERROR: Private/Dead/Protected
Games of Power,https://lastfm.freetls.fastly.net/i/u/300x300/91ae5ccc1e319fa246e0fc2349e3929f.jpg,Home Front,2023-03-03,"Home Front is a Canadian post-punk band from Edmonton, Alberta formed in 2021, by Graeme McKinnon, formerly of Wednesday Night Heroes, and Clint Frazier of Shout Out Out Out Out respectively. Their sound has been characterized as a blend of both punk and new wave influences into a style reminiscent of Echo & the Bunnymen and The Cure,

To date, they have released one studio album, their critically-acclaimed full-length, Games of Power (2023)  and two EP's, Think of the Lie (2021) and Nation (2023) via British independent punk label, La Vida Es Un Mus. The former was produced by Jonah Falco of Canadian hardcore band, Fucked Up and mixed and mastered by Frazier's Shout Out Out Out Out' bandmate, Nik Kozub.

Games of Power was longlisted for the 2023 Polaris Music Prize.

Band members
Graeme McKinnon– lead vocals, guitar, bass (2021–present)
Clint Frazier– drums, synths, keyboards (2021–present)
Bendy Straws - bass, vibes (2022-present)
Ian Boothman-guitar (2022-present)
War Dog - drums (2022-present) Read more on Last.fm. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply.",Nation,Unknown,https://www.youtube.com/watch?v=0BtIiBI8rGc&list=RD0BtIiBI8rGc&start_radio=1&pp=ygURSG9tZSBGcm9udCBOYXRpb26gBwE%3D,ERROR: Private/Dead/Protected
