Movies,Year,Watched,Random Movie
DIE HARD (McTiernan),,FALSE,
DIG! (Timoner),,FALSE,
Digging For Fire,2015,TRUE,
Diggstown,1992,TRUE,
Dildo Heaven,2002,FALSE,
Dillinger,1973,FALSE,
Dillinger Is Dead,1969,FALSE,
DILLINGER IS DEAD (Marco Ferreri),,FALSE,
Dimentia 13 (1963),,FALSE,
DINER (Barry Levinson),,FALSE,
Dirtbag,,FALSE,
Dirty Dancing,1986,FALSE,
Dirty Harry,1971,FALSE,
Dirty Mary Crazy Larry,1974,FALSE,
Dis: A Story About Love,1995,FALSE,
"Disaster Artist, The (Franco)",2017,FALSE,
Disaster Zone: Volcano in New York,2006,FALSE,
DISCIPLES OF THE 36TH CHAMBER (Kar-Leung),,FALSE,
Disclosure,1994,FALSE,
Disco Dancer,1982,FALSE,
Disconnected,1984,FALSE,
"Discovery, The",2017,FALSE,
"DISCREET CHARM OF THE BOURGEOISIE, The (Buñuel)",,FALSE,
"Dish and the Spoon, The",2011,FALSE,
DISHONORED (Josef von Sternberg),,FALSE,
DISORDER (Weikai Huang),,FALSE,
Disorganized Crime,1989,FALSE,
"DISSIDENT, The (Fogel)",,FALSE,
Disturbia,2007,FALSE,
Diva,1981,FALSE,
"Diving Bell and the Butterfly, The",2007,FALSE,
Dixie Chicks: Shut up and Sing,2006,FALSE,
"Django Kill… If You Live, Shoot!",1967,FALSE,
DJANGO UNCHAINED (Tarantino),,FALSE,
Do Not Expect Too Much From the End of The World (2023),,FALSE,
DO THE RIGHT THING (Spike Lee),,FALSE,
DO YOU REALIZE?? (Pellington);,,FALSE,
DO YOU REMEMBER THE FIRST TIME? (Romhanyi),,FALSE,
"Docks of New York, The (1928)",,FALSE,
Document of the Dead,1981,FALSE,
DODSWORTH (William Wyler),,TRUE,
Dog,2022,FALSE,
Dog Day,2001,FALSE,
Dog Day Afternoon,1975,FALSE,
Dog Soldiers,2002,FALSE,
Doggiewoggiez! Poochiewoochiez!,2012,FALSE,
Dogra Magra,1988,FALSE,
Dogtooth,2024,FALSE,
Dogtown and Z-Boys,2002,FALSE,
Dogville,2003,FALSE,
DOGVILLE (Lars Von Trier),,FALSE,
Dogville Confessions,2003,FALSE,
Dolemite,1975,FALSE,
Dolls,1986,FALSE,
Dolores Claiborne,1995,FALSE,
Don’t Go in the House,1979,FALSE,
Don’t Let the Riverbeast Get You!,2012,FALSE,
Don’t Look Now,1973,FALSE,
DON'T LOOK NOW (Nicholas Roeg),,FALSE,
Don’t Look Up,2021,FALSE,
Don’t Panic,2017,FALSE,
Don't Play Us Cheap,1972,TRUE,
Don’t Torture a Duckling,1972,FALSE,
Donkey Punch,2008,FALSE,
Donnie Brasco,1997,FALSE,
DONNIE BRASCO (Newell),,FALSE,
Door (1988),,FALSE,
Door 2: Tokyo Diary (1991),,FALSE,
Door into Darkness: The Tram (1973),,FALSE,
Doppelganger,2023,TRUE,
Doppleganger,2003,TRUE,
Double Down,2005,FALSE,
DOUBLE INDEMNITY (Billy Wilder),,FALSE,
Double Jeopardy,1999,FALSE,
Double Negative,2016,FALSE,
Double Obsession,1992,FALSE,
Double Team,1997,FALSE,
Doubt,2008,FALSE,
DOUGH FOR THE DO-DO (Freleng),,FALSE,
Down By Law,1986,FALSE,
Down By Love,2003,FALSE,
DOWN BY LOVE (Sas),,FALSE,
DOWN WITH LOVE (Peyton Reed),,FALSE,
DOWNHILL RACER (Ritchie),,FALSE,
Downsizing (Payne),2017,FALSE,
DR SLEEP (Flanagan),,FALSE,
"DR STRANGELOVE, OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB (Stanley Kubrick)",,FALSE,
Dr. Caligari,1989,FALSE,
"Dr. Mabuse, The Gambler (LANG)",,FALSE,
Dr. No,1962,FALSE,
Dr. Phibes Rises Again,1972,FALSE,
Dracula,1958,FALSE,
Dracula: Pages from a Virgin’s Diary,2002,FALSE,
DRACULA: PAGES FROM A VIRGIN'S DIARY (Guy Maddin),,FALSE,
DRAGGED ACROSS CONCRETE (S. Craig Zahler),,FALSE,
Dragon Inn (1967),,FALSE,
Dragon Trap,2010,TRUE,
Dragonslayer,1981,FALSE,
Dreadnaught (1981),,FALSE,
Dream Demon,1988,FALSE,
Dream Lover,1993,TRUE,
Dream No Evil,1970,FALSE,
Dream Scenario (Borgli),2023,FALSE,
"Dreamers, The",2003,FALSE,
"DREAMLIFE OF ANGELS, The (Erick Zonca)",,FALSE,
Dreams,2024,FALSE,
Dreams That Money Can Buy,1947,FALSE,
Dreamscape,1984,TRUE,
Dressed in Blue,1983,FALSE,
Dressed to Kill,1946,FALSE,
DRESSED TO KILL (De Palma),,FALSE,
DRISHYAM (JOSEPH),,FALSE,
Drive,2011,FALSE,
DRIVE (Nicholas Winding Refn),,FALSE,
DRIVE A CROOKED ROAD (Richard Quine),,FALSE,
DRIVE MY CAR (Ryusuke Hamaguchi),,FALSE,
"DRIVER, The (Walter Hill)",,FALSE,
Driving Force,1990,FALSE,
DRIVING MISS DAISY (Beresford),,FALSE,
Droopy,1949,FALSE,
Drowning by Numbers,1988,FALSE,
DRUG WAR (Johnnie To),,FALSE,
Drugstore Cowboy,1989,FALSE,
DRUGSTORE COWBOY (Gus Van Sant),,FALSE,
"DRUM, The (Zoltan Korda)",,FALSE,
DRUMS WEST (Henson),,FALSE,
DRUNKEN ANGEL (Kurosawa),,FALSE,
Drunken Master,1978,FALSE,
Dual,2022,FALSE,
"Duchess of Langeals, The",2007,FALSE,
DUCK AMUCK (Jones),,FALSE,
DUCK DODGERS IN THE 24 1/2TH CENTURY (Jones),,FALSE,
DUCK SOUP (Leo McCarey),,FALSE,
Duel,1971,FALSE,
DUEL TO THE DEATH (Ching Siu-Tung),,FALSE,
Duelist,2016,FALSE,
"DUELLISTS, The (Ridley Scott)",,FALSE,
DUMBO (Ben Sharpsteen),,FALSE,
Dune,2021,FALSE,
Dune 2,,FALSE,
Duplicity,2009,FALSE,
Dying to Belong,1997,FALSE,
Eagles Over London,1969,TRUE,
"EARRINGS OF MADAME DE..., The (Max Ophuls)",,FALSE,
Easter Parade,1948,FALSE,
Eastern Promises,2007,FALSE,
Easy Living,1937,FALSE,
Easy Rider,2012,FALSE,
EASY RIDER (Hopper),,FALSE,
"Easy Riders, Raging Bulls: How Sex and Drugs and Rock’n’Roll Generation Saved Hollywood",2003,FALSE,
Eaten Alive,1976,FALSE,
EAUX D'ARTIFACE (Anger),,FALSE,
Eccentricities of a Blonde-Haired Girl,2009,FALSE,
Eden and After,1970,TRUE,
Edge of Darkness,2010,FALSE,
"EDGE OF HEAVEN, The (Akin)",,FALSE,
Edith’s Diary,1983,FALSE,
Eegah,1962,FALSE,
Eephus (2024),2024,FALSE,
Egg,2019,FALSE,Cant Find
Eggshells,1969,FALSE,
EIGHT DIAGRAM POLE FIGHTER (Liu Chia-Liang),,FALSE,
Eileen (Oldroyd),2023,FALSE,
Eisenstein in Guanajuato,2015,FALSE,
Eko Eko Azarak: Wizard of Darkness,1995,FALSE,
EL DORADO (Howard Hawks),,FALSE,
El Mariachi,1993,TRUE,
El Planeta,2021,FALSE,
EL SUR (Victor Erice),,FALSE,
El Topo,1970,FALSE,
Election,1999,FALSE,
ELECTION (Payne),,FALSE,
Electra Glide in Blue,1973,FALSE,
ELECTRA GLIDE IN BLUE (Guercio);,,FALSE,
Elemental (Sohn),2023,FALSE,
Elephant,2020,FALSE,
ELEPHANT (Clarke),,FALSE,
"ELEPHANT MAN, THE (Lynch)",,FALSE,
Elevator Movie,2004,FALSE,
ELIZABETH (Kapur),,FALSE,
ELLE (Verhoeven),,FALSE,
Elvis,,FALSE,
Emanuelle in America,1977,FALSE,
Embodiment of Evil,2008,FALSE,
Emily the Criminal,,FALSE,
Emma Mae,1976,FALSE,
Emperor Tomato Ketchup,1971,FALSE,
"EMPEROR'S NEW GROOVE, THE (Dindal)",,FALSE,
Empire of the Ants,1977,FALSE,
EMPIRE OF THE SUN (Spielberg);,,FALSE,
Empire State,1987,FALSE,
"EMPIRE STRIKES BACK, The (Irvin Kershner)",,FALSE,
Empty Metal,2018,FALSE,
Encanto,2021,TRUE,
Enchanted,2007,FALSE,
Encounters at the End of the World,2007,FALSE,
"END OF THE AFFAIR, The (Jordan)",,FALSE,
"END OF THE TOUR, The (Ponsoldt)",,FALSE,
Endless Poetry,2016,FALSE,
"Endless, The (Moorhead, Benson)",2017,FALSE,
ENEMY (Denis Villeneuve),,FALSE,
"ENGLISH PATIENT, The (Minghella)",,FALSE,
"Enigma of Casper hauser, The (Herzog)",,FALSE,
Eno (2024),,FALSE,
Enter The Clones Of Bruce (Gregory),2023,FALSE,
Enter the Dragon,1973,TRUE,
ENTER THE VOID (Gaspar Noé),,FALSE,
Entertainment,2015,FALSE,
Enys Men,,TRUE,
Eo,,FALSE,
Epidemic,1987,FALSE,
"Equalizer 3, The (Fuqua)",2023,FALSE,
Equilibrium,2002,TRUE,
Equinox,1970,FALSE,
Eraserhead,1977,FALSE,
ERNIE PYLE'S STORY OF G.I. JOE (Wellman),,FALSE,
Eros + Massacre,1969,FALSE,
"Erotomania Daimo, The",1972,FALSE,
"Errand Boy, The",1961,FALSE,
Escape from New York,1981,FALSE,
Escape from Tomorrow,2013,FALSE,
Escape Room,2021,FALSE,
"Escapees, The (1981)",,FALSE,
ESTHER KAHN (Desplechin);,,FALSE,
ETERNAL SUNSHINE OF THE SPOTLESS MIND (Michel Gondry),,FALSE,
Eternals,,FALSE,
Etoile,1989,FALSE,
Eureka,1983,FALSE,
Europa,1991,FALSE,
EVA 2 (Noe),,FALSE,
Evangelion: 1.0 You Are (Not) Alone,2007,FALSE,
Evangelion: 2.0 You Can (Not) Advance,2009,FALSE,
Evangelion: 3.0 You Can (Not) Redo,2012,FALSE,
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,FALSE,
Even Dwarfs Started Small,1970,FALSE,
EVERYBODY HURTS (Scott);,,FALSE,
EVERYBODY WANTS SOME!! (Richard Linklater),,FALSE,
Everything Everywhere All At Once,,FALSE,
Everything Is Terrible! The Movie,2009,FALSE,
EVERYTHING WILL BE OK (Hertzfeldt),,FALSE,
EVIL DEAD 2 (Raimi),,FALSE,
Evil Dead Rise,,FALSE,
Evil Dead Trap 2: Hideki (1992),,FALSE,
"EVIL DEAD, The (Raimi)",,FALSE,
Evil Does Not Exist,,FALSE,
"Evil That Men Do, the",1984,FALSE,
Evolution,2001,FALSE,
Ex Libris: The New York Public Library (Wiseman),2017,FALSE,
Exam,2009,FALSE,
Excalibur,1981,FALSE,
Excessive Force,1993,FALSE,
Executioners from Shaolin,1977,FALSE,
Exiled,2006,FALSE,
"Exiles, The",1961,FALSE,
eXistenZ,1999,FALSE,
EXISTENZ (Cronenberg);,,FALSE,
"Exorcism of Emily Rose, The (2005)",,FALSE,
"EXORCIST, The (William Friedkin)",,FALSE,
Exotica,1994,FALSE,
Experiment in Terror,1962,FALSE,
EXPERIMENT PERILOUS (Jacques Tourneur),,FALSE,
Experimenter,2015,FALSE,
"EXPLODING GIRL, The (Bradley Rust Gray)",,FALSE,
Exposed,1983,TRUE,
EXPRESS YOURSELF (Fincher);,,FALSE,
"EXTERMINATING ANGEL, The (Bunuel)",,FALSE,
"Exterminating Angels, The",2006,TRUE,
EXTRACT (Judge),,FALSE,
Extraction,,FALSE,
Extraction 2 (Hargrave),2023,FALSE,
Extraterrestrial,2011,FALSE,
EXTREME PREJUDICE (Hill),,FALSE,
Extremities,1986,FALSE,
Eye in the Sky,2015,FALSE,
EYE MYTH (Brakhage),,FALSE,
Eyeballs in the Darkness,2022,FALSE,
Eyes of A Stranger,1981,FALSE,
Eyes of Fire,1983,FALSE,
Eyes of Laura Mars,1978,FALSE,
Eyes of Tammy Faye,,FALSE,
Eyes Wide Shut,1999,FALSE,
EYES WIDE SHUT (Stanley Kubrick),,FALSE,
Eyes Without a Face,1960,FALSE,
EYES WITHOUT A FACE (Franju),,FALSE,
Eyewitness,1956,FALSE,
F for Fake,1973,FALSE,
F FOR FAKE (Orson Welles),,FALSE,
F/X,1986,FALSE,
"FABULOUS BARON MUNCHAUSEN, The (Zeman)",,FALSE,
Face Behind the Mask,1941,FALSE,
Face to Face,2023,FALSE,
Face/Off,1997,TRUE,
Faceless (1988),,FALSE,
Faces in the Crowd,2011,FALSE,
Faces of Death,1978,FALSE,
Faces Places (Varda),2017,FALSE,
Fahrenheit 451,2018,TRUE,
FAHRENHEIT 451 (Francois Truffaut),,FALSE,
FAIL-SAFE (Sidney Lumet),,FALSE,
Fair Play (Domont),2023,FALSE,
Falcon Lake,,FALSE,
"Fall Guy, The",,FALSE,
"FALL, The (Singh)",,FALSE,
Fallen,2016,FALSE,
Fallen Angels,1995,FALSE,
FALLEN ANGELS (Kar Wai),,FALSE,
"FALLEN IDOL, The (Carol Reed)",,FALSE,
Fallen Leaves (Kaurismaki),2023,FALSE,
False Face,1977,FALSE,
"Family Friend, The",2006,FALSE,
"Family Jams, The",2011,FALSE,
FANNY AND ALEXANDER (Ingmar Bergman),,FALSE,
FANTASIA (Ben Sharpsteen),,FALSE,
Fantastic Four (2005),,FALSE,
FANTASTIC MR. FOX (Wes Anderson),,FALSE,
Fantastic Planet,1973,FALSE,
Fantasy Mission Force,1983,FALSE,
"FAR COUNTRY, The (Anthony Mann)",,FALSE,
FAR FROM HEAVEN (Todd Haynes),,FALSE,
"Farewell, My Lovely",1975,FALSE,
Fargo,1996,FALSE,
FARGO (Joel Coen),,FALSE,
"Farmer, The",1977,FALSE,
Fascination,1979,FALSE,
Fast and Furious 9,,FALSE,
FAST AND FURRY-OUS (Jones),,FALSE,
FAST AS YOU CAN (Anderson),,FALSE,
Fast Five,2011,TRUE,
Fast Food Nation,2006,FALSE,
"Fast, Cheap & Out of Control",1997,FALSE,
"FAST, CHEAP AND OUT OF CONTROL (Errol Morris)",,FALSE,
"Faster, Pussycat! Kill! Kill!",1965,FALSE,
"FASTER, PUSSYCAT! KILL! KILL! (Russ Meyer)",,FALSE,
"Fastest Gun Alive, The",1956,TRUE,
Fat City,1972,FALSE,
FAT CITY (John Huston),,FALSE,
FAT GIRL (Breillat),,FALSE,
Fatal Attraction,1987,FALSE,
Fatal Exam,1990,FALSE,
Fatal Instinct,2014,FALSE,
Fatal Pulse,1988,FALSE,
Fateful Findings,2013,FALSE,
Father Stu (2022),,FALSE,
"Father, the (Zeller)",,FALSE,
Father’s Day,2011,FALSE,
Faults,2014,FALSE,
Faust,1960,FALSE,
Fay Grim,2006,TRUE,
Fear,2023,FALSE,
Fear and Loathing in Las Vegas,1998,FALSE,
Fear City,1994,FALSE,
Fear(s) of the Dark,2007,FALSE,
Feast,2005,FALSE,
"Feeling That the Time to Do Something is Passed, The (2023)",,FALSE,
Félicité (Gomis),2017,FALSE,
Felidae,1994,FALSE,
FELL IN LOVE WITH A GIRL (Gondry),,FALSE,
Female Prison #701: Scorpion (1972),,FALSE,
Female Prisoner Scorpion: #701,1972,FALSE,
Female Prisoner Scorpion: Beast Sable (1973),,FALSE,
Female Prisoner Scorpion: Jailhouse 41,1972,TRUE,
Femme (2023),,FALSE,
Femme Fatale,1993,FALSE,
FEMME FATALE (De Palma);,,FALSE,
Ferrari,,FALSE,
FIDDLER ON THE ROOF (Jewison),,FALSE,
Field of Dreams,1989,FALSE,
Fiend Without a Face,1958,FALSE,
"FIFTH CORD, The (Bazzoni)",,FALSE,
Fifty First Dates (2004),,FALSE,
Fight Club,1999,FALSE,
FIGHT CLUB (David Fincher),,FALSE,
Fight for Your Life,1977,FALSE,
Fill’er Up with Super,1976,FALSE,
Film Socialisme,2010,FALSE,
Final Analysis,1992,FALSE,
Final Approach,2008,FALSE,
Final Destination 3,2006,FALSE,
Final Flesh,2009,FALSE,
Final Sale,2011,FALSE,
Finch,2021,FALSE,
FINDING NEMO (Stanton),,FALSE,
FINDING NEVERLAND (Forster),,FALSE,
Fingers,1978,FALSE,
FINGERS (James Toback),,FALSE,
Fire and Ice,1983,FALSE,
Fire of Love,,FALSE,
Fire Serpent,2007,FALSE,
Firecracker,1981,FALSE,
Fireworks,2022,FALSE,
FIREWORKS (Kitano),,FALSE,
"Firm, The",1989,FALSE,
FIRST COW (Kelly Reichardt),,FALSE,
First Man into Space,1959,FALSE,
"First Omen, The (2024)",,FALSE,
First Reformed (Schrader),2017,FALSE,
First Time Caller(2022),,FALSE,
Fist of Fury,1972,FALSE,
Fist of the North Star,1986,FALSE,
"FITS, The (Holmer)",,FALSE,
Five Came Back,2017,FALSE,
Five Easy Pieces,1970,FALSE,
FIVE EASY PIECES (Rafelson),,FALSE,
Five Element Ninjas,1982,FALSE,
Five Fingers of Death,1972,FALSE,
Five Graves to Cairo,1943,FALSE,
FIVE GRAVES TO CAIRO (Billy Wilder),,FALSE,
Five Minutes to Live,1961,FALSE,
"FIVE OBSTRUCTIONS, The (Jorgen Leth and Lars Von Trier)",,FALSE,
Five Star: The Final,1986,FALSE,
"FLAME AND THE ARROW, The (Tourneur)",,TRUE,
Flanders,2006,FALSE,
Flash Gordon,1980,FALSE,
Flash Point,2007,FALSE,
Flashdance,1983,FALSE,
Flatland,2007,FALSE,
Flatliners,1990,FALSE,
Flee,2021,FALSE,
Flesh,1968,FALSE,
Flesh and Bone,1993,TRUE,
Flesh and Bullets,1985,FALSE,
Fleshpot on 42nd Street,1972,FALSE,
Flex Is Kings,2013,FALSE,
Flight of the Red Balloon,2007,FALSE,
Flight to Hell,1971,FALSE,
FLIRTING (John Duigan),,FALSE,
FLIRTING WITH DISASTER (Russell),,TRUE,
FLOAT ON (Mills);,,FALSE,
Flow (2024),,FALSE,
Flu Bird Horror,2008,FALSE,
Flux Gourmet,2022,FALSE,
"FLY, The (David Cronenberg)",,FALSE,
"Fog of War, The",2003,FALSE,
"FOG, THE (Carpenter)",,FALSE,
"FOLLOW, The (Wong)",,FALSE,
Following,1999,FALSE,
Food Inc,2008,FALSE,
Foodfight!,2012,FALSE,
Footprints on the Moon,1975,FALSE,
For a Cop’s Hide,1981,FALSE,
FOR A FEW DOLLARS MORE (Sergio Leone),,FALSE,
For the Plasma,2014,FALSE,
For Y’ur Height Only,1981,FALSE,
For Your Eyes Only,1981,FALSE,
FORBIDDEN GAMES (Rene Clement),,FALSE,
Forbidden Planet,1956,FALSE,
Forbidden World,1982,FALSE,
Forbidden Zone,1980,FALSE,
"FORCE AWAKENS, THE (Abrams)",,FALSE,
FORCE OF EVIL (Abraham Polonsky),,FALSE,
FORD VS FERRARI (Mangold),,FALSE,
FOREIGN CORRESPONDENT (Alfred Hitchcock),,FALSE,
Foreign Land,2008,FALSE,
"Forest for the Trees, The",2003,FALSE,
FORREST GUMP (Zemeckis),,FALSE,
FORT APACHE (Ford);,,FALSE,
Fortress,2012,FALSE,
Forty Guns,1957,FALSE,
FOUR FEATHERS,,FALSE,
FOUR NIGHTS OF A DREAMER (Bresson),,FALSE,
"Four Unloved Women, Adrift on a Purposeless Sea, Experience the Ecstasy of Dissection (2023)",,FALSE,
FOURTEEN (Dan Sallitt),,FALSE,
"FOURTH MAN, The (Paul Verhoeven)",,FALSE,
FOXCATCHER (Miller),,FALSE,
Foxfur,2012,FALSE,
Foxy Brown,1974,FALSE,
Fracture,2007,FALSE,
Frailty,2002,FALSE,
France,2021,FALSE,
FRANCES HA (Noah Baumbach),,FALSE,
Frankenfish,2004,FALSE,
Frankenhooker,1990,FALSE,
Frankenstein,1931,TRUE,
Frankenweenie,2012,TRUE,
Frankie in Blunderland,2011,FALSE,
Frantic,1988,FALSE,
Fraud,2016,FALSE,
Freaked,1993,FALSE,
Freaks,2019,FALSE,
FREAKS (Tod Browning),,FALSE,
Freaky,,FALSE,
Freaky Friday (2003),2003,FALSE,
Fred Clause,2007,FALSE,
Freddy Got Fingered,2001,FALSE,
Free Guy,2021,FALSE,
Free Radicals: A History of Experimental Film,2011,FALSE,
Freeway,1988,FALSE,
FREEWAY (Matthew Bright),,FALSE,
French Connection II,1975,FALSE,
FRENCH CONNECTION II (John Frankenheimer),,FALSE,
"FRENCH CONNECTION, The (William Friedkin)",,FALSE,
"French Dispatch, The",,FALSE,
"French Sex Murders, The",1972,TRUE,
Frenzy,2018,FALSE,
FRENZY (Alfred Hitchcock),,FALSE,
Frequencies,2013,FALSE,
Fresh,,FALSE,
FRESH (Boaz Yakin),,FALSE,
Friday Night,2002,FALSE,
Friday the 13th Part 2,1981,FALSE,
Friday The 13th Part 6: Jason Lives,1986,FALSE,
Friday the 13th: The Final Chapter,1984,FALSE,
FRIED GREEN TOMATOES (Avnet),,FALSE,
FRIENDLY PERSUASION (William Wyler),,FALSE,
"FRIENDS OF EDDIE COYLE, The (Yates)",,FALSE,
Fright Night,1985,FALSE,
Fritz the Cat,1972,FALSE,
From Beyond,1986,FALSE,
FROM DUSK TILL DAWN (Rodriguez),,FALSE,
From Hell,2001,FALSE,
From Justin to Kelly,2003,FALSE,
"FRONT PAGE, The (Lewis Milestone)",,FALSE,
FROST/NIXON (Howard);,,FALSE,
Frownland,2008,FALSE,
FROWNLAND (Bronstein),,FALSE,
FTW,2011,TRUE,
"FUGITIVE, The (Andrew Davis)",,FALSE,
Full Alert,,FALSE,
FULL METAL JACKET (Kubrick),,FALSE,
FULL MOON IN PARIS (Eric Rohmer),,FALSE,
Full Time,2021,FALSE,
Funeral Parade of Roses,1969,TRUE,
Fungicide,2002,TRUE,
Funhouse,1981,FALSE,
Funky Forest: The First Contact,2005,FALSE,
FUNNY GAMES (Michael Haneke),,FALSE,
Funny Ha Ha,2002,FALSE,
Funny Pages,,FALSE,
Fur: An Imaginary Portrait of Diane Arbus,2006,FALSE,
"FURIES, The (Anthony Mann)",,FALSE,
Furiosa,,FALSE,
FURY (Fritz Lang),,FALSE,
"Fury, The",1978,FALSE,
"Future, The",2011,FALSE,
G.I. Joe (Wellman),1945,FALSE,
Ga Ga: Glory of the Heroes (1986),,FALSE,
Ga Ga: Glory to the Heroes,1986,FALSE,
Ga-ga: Glory to the Heroes,1986,TRUE,
Gaga: five ft two,2017,FALSE,
Galaxy of Terror,1981,FALSE,
GAMBLING LADY (Archie Mayo),,FALSE,
"GAME, The (David Fincher)",,FALSE,
Gamera vs. Guiron,1969,TRUE,
Gamera vs. Gyaos,1967,FALSE,
Gamera: Guardian of the Universe,1995,FALSE,
Gandahar,1987,FALSE,
Gang Related,1997,TRUE,
GANGS OF NEW YORK (Scorsese),,FALSE,
GANGS OF WASSEYPUR (Kashyap),,FALSE,
Gangster Squad,2013,FALSE,
Ganja and Hess (1973),,TRUE,
Garden of Earthly Delights,1981,FALSE,
"Garfield Movie, The (2024)",,FALSE,
Gasoline RAINBOW (Ross Bros),2023,TRUE,
GATES OF HEAVEN (Morris),,TRUE,
Gattaca,1997,TRUE,
"Gauntlet, The",1977,FALSE,
"GAY DIVORCEE, The (Mark Sandrich)",,FALSE,
Gemini,2002,FALSE,
"GENERAL LINE, The (Sergei Eisenstein)",,FALSE,
"GENERAL, The (Boorman)",,FALSE,
General’s Son,1990,FALSE,
General’s Son 2,1991,FALSE,
General’s Son 3,1992,FALSE,
Genius Loci,,FALSE,
Genius Party,2007,FALSE,
Genocide,1982,FALSE,
GENTLEMEN PREFER BLONDES (Howard Hawks),,FALSE,
Genuine Risk,1990,FALSE,
GEORGE WASHINGTON (David Gordon Green),,FALSE,
Geralds Game (Flanagan),2017,FALSE,
Gerhard Richter Painting,2011,FALSE,
Gerry,2011,FALSE,
GERRY (Gus Van Sant),,FALSE,
Get Carter,1971,FALSE,
Get Me Roger Stone,2017,FALSE,
GET ON THE BUS (Lee),,FALSE,
GET OUT YOUR HANKERCHIEFS (Blier),,FALSE,
Get Shorty,1995,FALSE,
"Getaway, The",1972,FALSE,
Getting Any?,1995,FALSE,
"GHOST AND MRS. MUIR, THE (Mankeiwitz)",,FALSE,
Ghost Dog: The Way of the Samurai,1999,FALSE,
Ghost Eyes,1974,FALSE,
Ghost in the Machine,1993,FALSE,
Ghost in the Shell,1995,FALSE,
Ghost in the Shell 2: Innocence,2004,TRUE,
Ghost Rider,2007,FALSE,
Ghost World,2001,TRUE,
GHOST WORLD (Terry Zwigoff),,FALSE,
GHOSTBUSTERS (Ivan Reitman),,FALSE,
Ghostbusters: Afterlife,2021,FALSE,
Ghosts Can’t Do It,1989,FALSE,
Ghosts… of the Civil Dead,1988,FALSE,
Giants and Toys,1958,TRUE,
"Gift, The",2015,FALSE,
Gigli,2003,TRUE,
Gilbert,2017,TRUE,
Gilda,1946,FALSE,
Gina (1975),,FALSE,
Ginger Snaps,2000,FALSE,
"Girl and the Spider, The",2021,FALSE,
"GIRL CAN'T HELP IT, The (Frank Tashlin)",,FALSE,
"Girl in the Park, The",2007,FALSE,
Girl Slaves of Morgana Le Fay,1971,FALSE,
"GIRL WITH THE DRAGON TATTOO, The (Fincher)",,FALSE,
Girlfriends,1978,FALSE,
Girls Trip (Lee),2017,FALSE,
Give Me Pity!,2023,FALSE,
GLADIATOR (Scott),,FALSE,
"Glass Key, The",1942,FALSE,
Glass Lips,2007,FALSE,
Gleaming the Cube,1989,FALSE,
Glen or Glenda,1953,FALSE,
Glengarry Glen Ross,1992,FALSE,
GLENGARRY GLEN ROSS (James Foley),,TRUE,
Glitter,2001,FALSE,
Gloria,1977,FALSE,
Glory to the Filmmaker!,2007,FALSE,
GO (Doug Liman),,TRUE,
Go Go Tales,2007,FALSE,
Goblin,2020,FALSE,
God Bless America,2011,FALSE,
GOD TOLD ME TO (Cohen);,1972,FALSE,
"GODFATHER, The (Francis Ford Coppola)",1974,FALSE,
"GODFATHER: PART II, The (Francis Ford Coppola)",1990,FALSE,
Godland,,FALSE,
Godzilla (Honda),1954,FALSE,
Godzilla VS King Kong,2021,FALSE,
Godzilla vs. Hedorah,1971,FALSE,
Godzilla vs. King Ghidorah,1991,FALSE,
Godzilla vs. Mechagodzilla,1993,FALSE,
Godzilla: Final Wars,2004,FALSE,
Goin’ South,1978,FALSE,
Going Places,2025,FALSE,
GOING PLACES (Blier),,FALSE,
Goku Midnight Eye,1989,FALSE,
GOLD DIGGERS IN PARIS (Enright),,FALSE,
GOLD DIGGERS OF 1933 (Mervyn LeRoy),,FALSE,
GOLD DIGGERS OF 1935 (Berkeley),,FALSE,
GOLD DIGGERS OF 1937 (Bacon),,FALSE,
"GOLD RUSH, The (Charles Chaplin)",,FALSE,
Golden Door,2006,FALSE,
Golden Eighties,1986,FALSE,
Golden Gate Bridge Exposure: Poised for Parabolas,2003,TRUE,
Golem,1980,FALSE,
Goliath,2022,TRUE,
Gomorra,2008,FALSE,
Gone Baby Gone,2007,FALSE,
GONE GIRL (David Fincher),,FALSE,
GONE WITH THE WIND (Fleming),,TRUE,
Gonzo: The Life and Work of Hunter S Thompson,2008,FALSE,
"Good German, The",2006,FALSE,
"Good Girls, The",1960,FALSE,
Good Neighbours,2011,FALSE,
"Good Night, and Good Luck.",2005,FALSE,
"Good Nurse, The",,FALSE,
Good One (2024),,FALSE,
"Good Thief, The",2002,FALSE,
GOOD TIME (Safdie Bros),,FALSE,
GOOD WILL HUNTING (Gus Van Sant),,FALSE,
"GOOD, THE BAD AND THE UGLY, The (Sergio Leone)",,FALSE,
Goodbye & Amen (1977),,FALSE,
Goodbye First Love,2011,FALSE,
Goodbye Uncle Tom,1971,FALSE,
"Goodbye, 20th Century",1998,FALSE,
"Goodbye, Dragon Inn",2003,FALSE,
"Goodbye, Solo",2008,FALSE,
GoodFellas,1990,FALSE,
GOODFELLAS (Martin Scorsese),,FALSE,
Goon,2011,FALSE,
"Gorge, The (2025)",,TRUE,
Gorky Park,1983,FALSE,
GOSPEL ACCORDING TO ST. MATTHEW (Pasolini),,FALSE,
Gotham,1990,FALSE,
Gothic,1987,FALSE,
Gothika,2003,FALSE,
